0.995222509;-1.984004259;0.988857031;1;-1.987378001;0.987518013;1.001373291;-2;0.998640478;1;-1.997116804;0.997124195
0.996676505;-1.986172318;0.989577591;1;-1.98873353;0.988857031;1.001245737;-1.99967289;0.998439848;1;-1.997078776;0.997087181
0.998284757;-1.988579512;0.990384161;1;-1.989980936;0.990090668;1.000678778;-1.998493314;0.997826099;1;-1.99707675;0.997086167
1;0;0;1;0;0;1;0;0;1;0;0
0.743520379;-1.479591489;0.736152649;1;-1.991996169;0.992085814;0.953161776;-1.903537154;0.950384438;1;-1.997137666;0.997149229
0.552911699;-1.099594116;0.546750665;1;-1.992795348;0.992877364;0.908344567;-1.814035654;0.905698717;1;-1.997184992;0.997197628
0.411244333;-0.817297935;0.406111181;1;-1.993528366;0.993603945;0.865498126;-1.728500843;0.863009095;1;-1.997257233;0.997271001
0.986119688;-1.946184397;0.96123749;1;-1.949027181;0.951208889;1.001451492;-1.991839767;0.99060601;1;-1.988471031;0.988588095
0.990646124;-1.952210665;0.962840736;1;-1.954427958;0.956354856;1.001098633;-1.990864515;0.989966512;1;-1.988309503;0.988442421
0.995283186;-1.958164573;0.964280069;1;-1.959398389;0.961114585;1.000593781;-1.989685893;0.989275575;1;-1.988289237;0.988438785
1;0;0;1;0;0;1;0;0;1;0;0
0.745580435;-1.460889101;0.716588259;1;-1.967444658;0.968849957;0.953457415;-1.895749092;0.942434311;1;-1.988505125;0.988688469
0.556149423;-1.086953998;0.531876147;1;-1.970643878;0.971932054;0.90868479;-1.806746602;0.898182571;1;-1.988679647;0.988880038
0.415031463;-0.808907568;0.39478159;1;-1.973578334;0.974767506;0.865684271;-1.721388102;0.855805218;1;-1.988952756;0.989170194
0.0927848;-0.174933106;0.083826408;1;-1.953593731;0.955408156;1.023417592;-2;0.980037689;1;-1.787992001;0.820016801
0.094892152;-0.177786365;0.08474537;1;-1.95278132;0.954841018;1.023861408;-2;0.97932303;1;-1.809194565;0.837700188
0.094755873;-0.176313385;0.083564788;1;-1.952501297;0.954819918;1.024106264;-2;0.978807449;1;-1.82875514;0.854326606
1;0;0;1;0;0;1;0;0;1;0;0
0.755752742;-1.47560823;0.721607745;1;-1.860711932;0.881895602;0.952215731;-1.741369367;0.813503206;1;-1.952922463;0.955767512
0.721991122;-1.40989089;0.689386725;1;-1.873562455;0.8930704;0.717381239;-1.297882318;0.60095042;1;-1.953389406;0.956499577
0.684197605;-1.336644173;0.653688014;1;-1.885363698;0.903449774;0.544967234;-0.974397004;0.446882248;1;-1.954236627;0.957612753
0.525259018;-0.94042629;0.440814704;1;-1.8087641;0.834445715;1.411257386;-2;0.939501584;1;-1.072121263;0.462011307
0.65175271;-1.167197466;0.544636428;1;-1.802651644;0.83187288;1.350451827;-1.853123784;0.85946244;1;-1.142912269;0.499343097
0.80824858;-1.448926568;0.673664033;1;-1.798194408;0.831198633;1.160923719;-1.536966324;0.703845382;1;-1.209688663;0.537310481
1;0;0;1;0;0;1;0;0;1;0;0
0.915103734;-1.645534396;0.760632992;1;-1.792674422;0.833486199;0.824481726;-0.99736619;0.443002701;1;-1.323916674;0.606280506
0.839809716;-1.513884425;0.698614955;1;-1.790859342;0.835648894;0.678042889;-0.774943531;0.338576019;1;-1.372225046;0.636425853
0.771588922;-1.395622373;0.643849075;1;-1.790404916;0.839232981;0.557343066;-0.597539306;0.257498801;1;-1.417175889;0.665719509
0.412479758;0.568551958;0.23038657;1;1.595104933;0.669419348;1.241050363;-0.979791701;0.424012274;1;-1.195278645;0.449572951
0.553533018;0.784792602;0.318126798;1;1.56264019;0.649507403;1.155442834;-0.996355534;0.407856584;1;-1.1336447;0.426008493
0.743962467;1.083368301;0.440984488;1;1.528411865;0.629990518;1.074682593;-1.002698064;0.395788014;1;-1.06861043;0.404557347
1;0;0;1;0;0;1;0;0;1;0;0
0.955523372;1.460433245;0.601970673;1;1.456213713;0.592751026;0.926675022;-0.990254641;0.374893188;1;-0.93301791;0.368283659
0.913242996;1.427070141;0.593158066;1;1.417788267;0.574720562;0.85806787;-0.972744107;0.3655442;1;-0.86231482;0.35298726
0.872173905;1.391208887;0.583850086;1;1.378375411;0.558540285;0.794703007;-0.949891508;0.357276976;1;-0.789485812;0.34165597
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
